Image ID,Creator,Short Title,Title,Created:from,Created:to,Last DB update,Uploaded to DB,Image type,Technique,Language,Distribution at time of creation,(Digital) source,Source ID (if applicable),Country of origin,Exact location,Holding institution,Collection,Other copyright holders,Related images,Licence,ImgDB ID,Metadata editor,,
1049,English school (after),The Pulling down of the Cheapside Cross,The Pulling down of the Cheapside Cross by iconoclasts and puritans / and the burning of the book of sports at the same sport the following sunday in may 1643,1809-01-01,1809-12-31,11.6.2015 11:59,11.6.2015,1,1,5,,www.bridgemanimages.com,,GBR,England,Private collection,The pulling down of the Cheapside Cross by iconoclasts and puritans / and the burning of the Book of Sports at the same sport the following Sunday in May 1643 / 1809 (engraving) / English School / (17th century) (after) / Private Collection / The Stapleton Co,,reference ID STC165915,0,imgs/1809_GBR__1049.jpg,gaumy,,
1050,Unknown,battle tree,Battle tree by Honoré Bovet / copy by David Aubert,1461-01-01,1461-12-31,11.12.2015 15:28,11.12.2015,2,1,6,ms 9079 / fol 10v,http://www.dbnl.org/tekst/prev002prin01_01/,,BEL,France / Burgundy,Bruxelles / Koninklijk bibliotheek van Belgie,,,,0,imgs/1461_BEL__1050.gif,gaumy,,
1051,Unknown,execution of men,Bible story of Evert Zoudenbalch,1460-01-01,1460-12-31,11.12.2015 15:44,11.12.2015,2,5,13,cod 2771 / fol 176v,http://www.dbnl.org/tekst/prev002prin01_01/,,NLD,Utrecht,Wien / Osterreischische national bibliotheek,,,,0,imgs/1460_NLD__1051.gif,gaumy,,
1052,Unknown,execution of the murderers of Darius,Bible story of Evert Zoudenbalch,1460-01-01,1460-12-31,11.12.2015 15:44,11.12.2015,2,5,13,cod 2771 fol 332,http://www.dbnl.org/tekst/prev002prin01_01/,,NLD,Utrecht,Wien / Osterreischische national bibliotheek,,,,0,imgs/1460_NLD__1052.gif,gaumy,,
1053,Unknown,execution of a man in a city,fleur des histoires de Jean Mansel,1450-01-01,1450-12-31,11.12.2015 15:37,11.12.2015,2,5,6,ms 9231 / fol 90v,http://www.dbnl.org/tekst/prev002prin01_01/,,BEL,,Bruxelles / Koninklijk bibliotheek van Belgie,,,,0,imgs/1450_BEL__1053.gif,gaumy,,
1054,Unknown,agression of a man by four others,expositie problematum Aristoteles by petrus de Abano,1479-01-01,1479-12-31,11.12.2015 15:43,11.12.2015,2,5,1,ms 72 fol 314,http://www.dbnl.org/tekst/prev002prin01_01/,,BEL,Gand,Ghent / universiteitscbibliotheek,,,,0,imgs/1479_BEL__1054.gif,gaumy,,
1055,Unknown,Gavere Battle 1453,Privileges and statutes of Ghent and Flanders,1453-01-01,1453-12-31,11.12.2015 15:52,11.12.2015,2,5,1,cod 2583 / fol. 340,http://www.dbnl.org/tekst/prev002prin01_01/,,AUT,France / Burgundy,Wien / Osterreischische national bibliotheek,,,,0,imgs/1453_AUT__1055.gif,gaumy,,
1056,master of Mary of Burgundy,massacre in a city,chroniques de Flandre / by David Aubert,1477-01-01,1477-12-31,11.12.2015 17:02,11.12.2015,2,5,6,ms 659,,,GBR,France / Burgundy,Wells next the Sea / the Holkham estate trustees,,,,0,imgs/1477_GBR__1056.gif,gaumy,,
1057,Unknown,Gavere Battle 1453,Gavere Battle 1453,1453-01-01,1453-12-31,11.12.2015 17:06,11.12.2015,2,5,1,cod. 2583 / fol. 349v,http://www.dbnl.org/tekst/prev002prin01_01/,,AUT,France,Wien / Osterreischische national bibliotheek,,,,0,imgs/1453_AUT__1057.gif,gaumy,,
1058,Unknown,battle in front of the doors of a Flemish city,Vergilius by Raphael de Mercatellis,1488-01-01,1488-12-31,11.12.2015 17:09,11.12.2015,2,5,1,ms 9 fol 244v,http://www.dbnl.org/tekst/prev002prin01_01/,,BEL,Brugge,Ghent / cathedral / treasure,,,,0,imgs/1488_BEL__1058.gif,gaumy,,
1059,Unknown,comment deux notables bourgois de Gand furent cause que les gantois (se revolterent?),Chroniques de Froissart by Antoine of Burgundy,1464-01-01,1464-12-31,11.12.2015 18:02,11.12.2015,2,5,6,Breslauer Froissart / Band ii / fol. 402,,,DEU,Flemish,Berlijn / Staatsbibliothek smpk / Depot Breslau,,,,0,imgs/1464_DEU__1059.gif,gaumy,,
1060,Unknown,Jean de Heyle and the inhabitants of Ghent,Chroniques de Jean Froissart,1475-01-01,1475-12-31,11/13/2015 9:42,11/13/2015,2,5,6,fr 2644 / fol. 346,http://expositions.bnf.fr/flamands/grand/fr_2644_346.htm,,FRA,Brugge,Bibliothèque nationale de France,,,,0,imgs/1475_FRA__1060.jpg,gaumy,,
1061,Unknown,Louis II of Male and the Ghent people,Chroniques de Jean Froissart,1475-01-01,1475-12-31,11/13/2015 9:46,11/13/2015,2,5,6,fr 2644 / fol 81v,http://expositions.bnf.fr/flamands/grand/fr_2644_081v.htm,,FRA,Brugge,Bibliothèque nationale de France,bibliothèque nationale de France,,,0,imgs/1475_FRA__1061.jpg,gaumy,,
1062,Unknown,Ghent revolt,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/13/2015 9:54,11/13/2015,2,5,6,,http://www.histoire-fr.com/valois_philippe6_et_jean2_1.htm,,FRA,,,,,,0,imgs/1400_FRA__1062.gif,gaumy,,
1063,Unknown,Cassel battle,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/16/2015 10:30,11/16/2015,2,5,1,,http://www.histoire-fr.com/valois_philippe6_et_jean2_1.htm,,FRA,,Bibliothèque nationale de France,,,,0,imgs/1400_FRA__1063.gif,gaumy,,
1064,Jean Wavrin,assassination of Jacques Van Artevelde,Chroniques d'Angleterre,1400-01-01,1500-12-31,11/16/2015 10:35,11/16/2015,2,5,6,,http://www.histoire-fr.com/valois_philippe6_et_jean2_1.htm,,BEL,belgium,,,,,0,imgs/1400_BEL__1064.gif,gaumy,,
1065,Unknown,assassination of the french marshals,Grandes Chroniques de France,1300-01-01,1400-12-31,11/16/2015 10:48,11/16/2015,2,5,1,,http://www.histoire-fr.com/valois_philippe6_et_jean2_2.htm,,FRA,France,,,,,0,imgs/1300_FRA__1065.gif,gaumy,,
1066,Unknown,defeat of the,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 11:05,11/16/2015,2,5,6,ms Fr 2643 / fol. 226v,http://www.histoire-fr.com/valois_philippe6_et_jean2_2.htm,,FRA,France,Bibliothèque nationale de France,,,,0,imgs/1400_FRA__1066.gif,gaumy,,
1067,Unknown,assassination of Etienne Marcel in july 1358,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 11:07,11/16/2015,2,5,6,fr 2643 / fol. 230,gallica.bnf.fr,,FRA,France,Bibliothèque nationale de France,,,,0,imgs/1400_FRA__1067.png,gaumy,,
1068,Jean Fouquet,return and entry of charles V of France in Paris / in 1359,Grandes Chroniques de France,1400-01-01,1500-12-31,11/16/2015 10:57,11/16/2015,2,5,6,,http://www.histoire-fr.com/valois_philippe6_et_jean2_2.htm,,FRA,France,,,,,0,imgs/1400_FRA__1068.gif,gaumy,,
1069,Unknown,Brugge taken by the bourgeois of Ghent in 1382,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/16/2015 11:05,11/16/2015,2,5,6,,http://www.histoire-fr.com/valois_charles6_1.htm,,FRA,France,,,,,0,imgs/1400_FRA__1069.gif,gaumy,,
1070,Unknown,Roosebeke battle in 1382,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/16/2015 11:23,11/16/2015,2,5,6,,http://www.histoire-fr.com/valois_charles6_1.htm,,FRA,France,,,,,0,imgs/1400_FRA__1070.gif,gaumy,,
1071,Unknown,surrender of Brugge in 1382,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/16/2015 11:25,11/16/2015,2,5,6,,http://www.histoire-fr.com/valois_charles6_1.htm,,FRA,France,,,,,0,imgs/1400_FRA__1071.gif,gaumy,,
1072,Unknown,flight of Richard II in front of Wat Tyler in 1381,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 14:51,11/16/2015,2,5,6,fr 2644 / fol. 154v,http://www.histoire-fr.com/valois_charles6_1.htm,,FRA,France,Bibliothèque nationale de France,,,,0,imgs/1400_FRA__1072.gif,gaumy,,
1073,Unknown,death of Wat Tyler in 1381,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 14:51,11/16/2015,2,5,1,fr 2644 / fol. 159,http://www.histoire-fr.com/valois_charles6_1.htm,,FRA,France,Bibliothèque nationale de France,,,,0,imgs/1400_FRA__1073.gif,gaumy,,
1074,Unknown,hat badge for the Dauphin's men,hat badge for the Dauphin's men,1413-01-01,1413-12-31,11/16/2015 11:37,11/16/2015,10,9,13,,http://www.histoire-fr.com/valois_charles6_2.htm,,FRA,Paris,Paris / musée de Cluny,,,,0,imgs/1413_FRA__1074.gif,gaumy,,
1075,unknown,entry of the Bourguignons people in Paris,vigiles de Charles VII (Martial d'Auvergne),1400-01-01,1500-12-31,11/16/2015 11:40,11/16/2015,2,5,6,,http://www.histoire-fr.com/valois_charles6_2.htm,,FRA,France,,,,,0,imgs/1400_FRA__1075.gif,gaumy,,
1076,Unknown,massacres of the Armagnacs people by the Bourguignons men in 1418,vigiles de Charles VII (Martial d'Auvergne),1400-01-01,1500-12-31,11/16/2015 11:55,11/16/2015,2,5,6,,http://www.histoire-fr.com/valois_charles6_2.htm,,FRA,France,,,,,0,imgs/1400_FRA__1076.gif,gaumy,,
1077,Unknown,assassination of Jean the Bold at Montereau / in 1419,assassination of Jean the Bold at Montereau / in 1419,1400-01-01,1500-12-31,11/16/2015 16:42,11/16/2015,2,5,13,,http://www.histoire-fr.com/valois_charles6_2.htm,,FRA,,,,,,0,imgs/1400_FRA__1077.gif,gaumy,,
1078,Unknown,Louis / future Louis XI of France / leading the army against the Swiss people,vigiles de Charles VII (Martial d'Auvergne),1400-01-01,1500-12-31,11/16/2015 16:45,11/16/2015,2,5,6,,http://www.histoire-fr.com/valois_charles7_3.htm,,FRA,,,,,,0,imgs/1400_FRA__1078.gif,gaumy,,
1079,Matthieu d'Escouchy,Louis / future Louis XI of France / leading the army against the Swiss people,Chronique,1400-01-01,1500-12-31,11/16/2015 16:57,11/16/2015,2,5,6,,http://www.histoire-fr.com/valois_louis11_1.htm,,FRA,Brugge,,,,,0,imgs/1400_FRA__1079.gif,gaumy,,
1080,Unknown,Maillotins' revolt / Paris / 1382,Maillotins' revolt / Paris / 1382,1400-01-01,1500-12-31,2/24/2016 15:56,11/16/2015,2,5,1,,https://www.bridgemanimages.com/fr/asset/190547,,FRA,France,Besançon / bibliothèque municipale,,,,0,imgs/1400_FRA__1080.jpg,gaumy,,
1081,Unknown,Maillotins' revolt / Paris / 1382,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/16/2015 17:38,11/16/2015,2,5,6,,Wikipedia,,FRA,,,,,,0,imgs/1400_FRA__1081.png,gaumy,,
1082,Unknown,entry of Charles Vi in Paris in 1383 after Roosebeke and the maillotins' revolt,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/16/2015 17:51,11/16/2015,2,5,6,,Wikipedia,,FRA,France,Bibliothèque nationale de France,,,,0,imgs/1400_FRA__1082.jpg,gaumy,,
1083,Unknown,Battle of Meaux,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 9:51,11/17/2015,2,5,6,,https://commons.wikimedia.org/wiki/File:Battle_of_Meaux.png,,FRA,France,New York / Morgan Library,,,,0,imgs/1400_FRA__1083.png,gaumy,,
1084,Unknown,maillotins' revolt / Paris / 1382,Maillotins' revolt / Paris / 1382,1400-01-01,1500-12-31,11/17/2015 10:19,11/17/2015,2,5,13,,Wikipedia,,FRA,,,,,,0,imgs/1400_FRA__1084.jpg,gaumy,,
1085,Unknown,battle of Cassel,Chroniques de Jean Froissart,1401-01-01,1500-12-31,11/17/2015 10:42,11/17/2015,2,5,6,Fr 2643 / fol. 28v,gallica.bnf.fr,,FRA,France,Bibliothèque nationale de France,,,,0,imgs/1401_FRA__1085.png,gaumy,,
1086,Unknown,journeymen of Ghent plundering the cities of Alost / Tendermonde and Grandmont,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 14:49,11/17/2015,2,5,6,fr 2644 / fol. 135,gallica.bnf.fr,,FRA,France,Bibliothèque nationale de France,,,,0,imgs/1400_FRA__1086.png,gaumy,,
1087,Unknown,how the white Hoods of Ghent killed Enmy le Marchié / baillif,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 15:44,11/17/2015,2,5,6,mss 865 / fol. 15v,http://www.hrionline.ac.uk/onlinefroissart,,FRA,,Besançon / Bibliothèque municipale,bibliothèque municipale de Besançon / scriptura ltd and the university of Sheffield,,,0,imgs/1400_FRA__1087.jpg,gaumy,,
1088,Unknown,battle of Beverhoutsveld / 1382,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 15:51,11/17/2015,2,5,6,865 / fol. 103,http://www.hrionline.ac.uk/onlinefroissart,,FRA,France,Besançon / Bibliothèque municipale,bibliothèque municipale de Besançon / scriptura ltd and the university of Sheffield,,,0,imgs/1400_FRA__1088.jpg,gaumy,,
1089,Unknown,battle of Roosebeke / 1382,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 15:56,11/17/2015,2,5,6,865 / fol. 133v,http://www.hrionline.ac.uk/onlinefroissart,,FRA,France,Besançon / Bibliothèque municipale,,,,0,imgs/1400_FRA__1089.jpg,gaumy,,
1090,Unknown,defeat of the flemish rebels against French armies,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 16:13,11/17/2015,2,5,6,IV 251 / fol. 24v volume I,http://www.hrionline.ac.uk/onlinefroissart,,FRA,France,Bruxelles / Koninklijk bibliotheek van Belgie,bibliothèque royale de Belgique / scriptura ltd and the university of Sheffield,,,0,imgs/1400_FRA__1090.jpg,gaumy,,
1091,Unknown,defeat of the Jacques people in june 1358,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 16:21,11/17/2015,2,5,6,ms 1 / fol. 180v,http://www.hrionline.ac.uk/onlinefroissart,,FRA,France,Stonyhurst College / Arundel library,Stonyhurst college / scriptura ltd and the University of Sheffield,,,0,imgs/1400_FRA__1091.jpg,gaumy,,
1092,Unknown,defeat of the flemish rebels against French armies,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 16:57,11/17/2015,2,5,6,ms 72 A 25 / fol. 24,http://www.hrionline.ac.uk/onlinefroissart,,FRA,France,the Hague / Koninklijke bibliotheek,the Hague Library / royal library / Netherlands,,,0,imgs/1400_FRA__1092.jpg,gaumy,,
1093,Unknown,defeat of the Jacques people in front of Meaux in june 1358,Chroniques de Jean Froissart,1400-01-01,1500-12-31,11/17/2015 17:28,11/17/2015,2,5,6,ms 511 / fol. 140,http://www.hrionline.ac.uk/onlinefroissart,,FRA,France,Toulouse / Bibliothèque d'Etude et du Patrimoine,Toulouse / bibliothèque d'étude et du patrimoine / scriptura ltd and the university of sheffield,,,0,imgs/1400_FRA__1093.jpg,gaumy,,
1094,Charles Beaubrun,la Grande Mademoiselle,la Grande Mademoiselle / duchesse de Montpensier,1600-01-01,1699-12-31,11/23/2015 9:59,11/23/2015,3,1,13,XIR165591,www.bridgemanimages.com,,FRA,France,Paris / musée de la ville de Paris / musée Carnavalet,,,,0,imgs/1600_FRA__1094.jpg,gaumy,,
1095,Ganière,les veux de la France au roy à son retour à Paris,Vows of France to her king after his return to Paris,1646-01-01,1649-12-31,11/23/2015 10:03,11/23/2015,1,1,6,hennin 3558,gallica.bnf.fr,,FRA,France,Bibliothèque nationale de France,bibliothèque nationale de France,,,1,imgs/1646_FRA__1095.jpeg,gaumy,,
1096,Unknown,return of Louis XIV in Paris in 1652,Heureux retour du roy dans sa bonne ville de Paris le 21 octobre 1652,1652-01-01,1652-12-31,11/23/2015 10:05,11/23/2015,1,1,6,hennin 3655,gallica.bnf.fr,,FRA,France,Bibliothèque nationale de France,bibliothèque nationale de France,,,1,imgs/1652_FRA__1096.jpeg,gaumy,,
1097,Unknown,portrait of Louis XIV / with the city of Bordeaux,portrait de Louis XIV à cheval / se dirigeant vers la gauche, au fond une vue de la ville de Bordeaux,1640-01-01,1660-12-31,11/23/2015 10:09,11/23/2015,1,1,6,hennin 3586,gallica.bnf.fr,,FRA,France,Bibliothèque nationale de France,bibliothèque nationale de France,,,1,imgs/1640_FRA__1097.jpeg,gaumy,,
1098,Antoine Coquart,map of the battle of Saint-Antoine / 5 july 1652,Plan de la bataille de St. Antoine. Donnée le 5 Juillet 1652 Entre l'Armée Royale commandée par les Maréchaux De Turenne et de la Ferté Et l'Armée des Princes commandée par le Prince de Condé. Echelle de Quatre cens Toises,1600-01-01,1700-12-31,11/23/2015 10:19,11/23/2015,1,1,6,département des Cartes et plans / GE D-15462,gallica.bnf.fr,,FRA,France,Bibliothèque nationale de France,bibliothèque nationale de France,,,1,imgs/1600_FRA__1098.jpeg,gaumy,,
1099,Unknown,Portrait of Henry Burton / rector of st mathews Fryday-Street,Portrait of Henry Burton / half length in an oval frame on a pedestal / wearing skull-cap / ruff and gown / and holding a book, illustration to Edward Ward's 'History of the Grand Rebellion' (1713),1713-01-01,1713-12-31,11/23/2015 10:24,11/23/2015,1,5,5,n° 1868 /0808.1378,www.britishmuseum.org,,GBR,England,London / British Museum,,,,0,imgs/1713_GBR__1099.jpg,gaumy,,
1100,Unknown,Portrait of John Coke,Portrait of John Coke / half length in an oval frame on a pedestal / wearing skull-cap and ruff, illustration to Edward Ward's 'History of the Grand Rebellion' (1713),1713-01-01,1713-12-31,11/23/2015 10:27,11/23/2015,1,5,5,19.751.206 /80,www.britishmuseum.org,,GBR,England,London / British Museum,,,,0,imgs/1713_GBR__1100.jpg,gaumy,,
1101,John Sturt after Michiel Jansz. Mierevelt,Portrait of Dudley Carleton / Viscount Dorchester,Portrait of Dudley Carleton / Viscount Dorchester / half length in an oval frame on a pedestal / wearing large ruff, illustration to Edward Ward's 'History of the Grand Rebellion' (1713),1713-01-01,1713-12-31,11/23/2015 10:40,11/23/2015,1,5,5,18.810.611 /33,www.britishmuseum.org,,GBR,England,London / British Museum,,,,0,imgs/1713_GBR__1101.jpg,gaumy,,
1102,Michael van der Gucht after Cornelius Johnson,sr Thomas Coventry,Portrait of Thomas Coventry / first Baron Coventry / half length in a rectangular frame / wearing large ruff / with purse, illustration to Edward Ward's 'History of the Grand Rebellion' (1713),1713-01-01,1713-12-31,11/23/2015 10:42,11/23/2015,1,5,5,P.3 89,www.britishmuseum.org,,GBR,England,London / British Museum,,,,0,imgs/1713_GBR__1102.jpg,gaumy,,
1103,Unknown,het loos bedrog van engelandt,the cunnin deceit of England / Olver Cromwell,1652-01-01,1652-12-31,11/23/2015 11:45,11/23/2015,1,1,3,18.680.808 /32,www.britishmuseum.org,,GBR,Holland,London / British Museum,,,,0,imgs/1652_GBR__1103.jpg,gaumy,,
1104,samuel bernard after Louis Testelin,retour de la paix,peace after the Fronde,1648-01-01,1653-12-31,11/23/2015 11:48,11/23/2015,1,1,6,18.701.008 /29,www.britishmuseum.org,,FRA,France,London / British Museum,,,,0,imgs/1648_FRA__1104.jpg,gaumy,,
1105,john Michael Wright,charles II,Charles II,1600-01-01,1700-12-31,11/24/2015 16:06,11/24/2015,3,1,13,roc 399127,www.bridgemanimages.com,,GBR,England,Royal Collection / Her majesty Quenn Elizabeth II,Royal Collection / Her majesty Quenn Elizabeth II,,,0,imgs/1600_GBR__1105.jpg,gaumy,,
1106,Dirck Stoop,Coronation Procession of Charles II to Westminster from the Tower of London / 22nd April 1661 / 1662,Coronation Procession of Charles II to Westminster from the Tower of London / 22nd April 1661 / 1662,1662-01-01,1662-12-31,11/24/2015 16:08,11/24/2015,3,1,13,mol 3107,www.bridgemanimages.com,,GBR,England,UK / Museum of London,© Museum of London / UK / Bridgeman Images,,,0,imgs/1662_GBR__1106.jpg,gaumy,,
1107,Anthony van Dyck,Charles I in three positions,Charles I in three postions,1635-01-01,1635-12-31,11/24/2015 16:11,11/24/2015,3,1,13,roc399108,www.bridgemanimages.com,,GBR,England,Royal Collection / Her majesty Quenn Elizabeth II,Royal Collection / Her majesty Quenn Elizabeth II,,,0,imgs/1635_GBR__1107.jpg,gaumy,,
1108,English school,Terrible and Bloudy Newes from the disloyall army,Terrible and Bloudy Newes from the disloyall army,1648-01-01,1648-12-31,11/24/2015 16:30,11/24/2015,1,1,5,BL1190756,www.bridgemanimages.com,,GBR,England,London / British library,© British Library Board. All Rights Reserved / Bridgeman Images,,,0,imgs/1648_GBR__1108.jpg,gaumy,,
1109,English school,A Portrayal of Titus Oates (1649-1705) as a Friend of England's Liberties Against Popery,A Portrayal of Titus Oates (1649-1705) as a Friend of England's Liberties Against Popery,1678-01-01,1700-12-31,11/24/2015 16:51,11/24/2015,1,1,5,XJF105406,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1678_GBR__1109.jpg,gaumy,,
1110,Unknown,Battle of Sedgemoor / Westonzoyland / Somerset / England / 6 July 1685.,Battle of Sedgemoor / Westonzoyland / Somerset / England / 6 July 1685.,1685-01-01,1700-12-31,11/24/2015 16:55,11/24/2015,1,1,13,UIG 527980,www.bridgemanimages.com,,GBR,England,Universal history archive,,,,0,imgs/1685_GBR__1110.jpg,gaumy,,
1111,English school,babel and bethel / or / the Pope in his colours,babel and bethel / or / the Pope in his colours,1679-01-01,1679-12-31,11/24/2015 17:03,11/24/2015,1,1,5,XJF322563,www.bridgemanimages.com,,GBR,England,London / British Museum,,,,0,imgs/1679_GBR__1111.jpg,gaumy,,
1112,Joseph Tonneau,the Expulsion of the Fellows,the Expulsion of the Fellows,1687-01-01,1687-12-31,11/24/2015 17:13,11/24/2015,3,1,13,mco155388,www.bridgemanimages.com,,GBR,England,UK / Oxford / Magdalen College,,,,0,imgs/1687_GBR__1112.jpg,gaumy,,
1113,Cornelis Danckerts,popish plots and treasons from the beginning of the reign of Queen Elizabeth,popish plots and treasons from the beginning of the reign of Queen Elizabeth,1603-01-01,1656-12-31,11/24/2015 17:19,11/24/2015,1,1,5,xjf108074,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1603_GBR__1113.jpg,gaumy,,
1114,English school,Playing cards commemorating the Rye House Plot to kill King Charles II in 1683,Playing cards commemorating the Rye House Plot to kill King Charles II in 1683,1683-01-01,1700-12-31,11/24/2015 17:32,11/24/2015,1,8,5,xjf115656,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1683_GBR__1114.jpg,gaumy,,
1115,English school,popish plot,popish plot,1588-01-01,1588-12-31,11/24/2015 17:34,11/24/2015,1,1,5,sjf271608,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1588_GBR__1115.jpg,gaumy,,
1116,English school,several jesuits hanged for treason,Several Jesuits hanged for Treason / Knave of Spades from a pack of playing cards,1600-01-01,1700-12-31,11/24/2015 17:39,11/24/2015,1,8,5,xjf476177,www.bridgemanimages.com,,GBR,England,London / British Museum,,,,0,imgs/1600_GBR__1116.jpg,gaumy,,
1117,English school,Rye house plot,A History of the New Plot: Or / A Prospect of Conspirators / Their Designs Damnable / Ends Miserable / Deaths Exemplary,1683-01-01,1700-12-31,11/24/2015 17:48,11/24/2015,1,1,5,xjf106641,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1683_GBR__1117.jpg,gaumy,,
1118,R Thompson after Thomas Hawker,portrait of Titus Oates,portrait of Titus Oates,1650-01-01,1750-12-31,11/24/2015 17:51,11/24/2015,1,1,1,xir214894,www.bridgemanimages.com,,GBR,England,Bibliothèque nationale de France,,,,0,imgs/1650_GBR__1118.jpg,gaumy,,
1119,English school,the church of England against the papacy,the church of England against the papacy,1600-01-01,1700-12-31,11/24/2015 17:54,11/24/2015,1,1,5,xir131295,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1600_GBR__1119.jpg,gaumy,,
1120,François Bunel / circle of,procession of the Holy League,procession of the Holy League,1590-01-01,1593-12-31,11/24/2015 17:56,11/24/2015,3,1,13,xou231533,www.bridgemanimages.com,,FRA,France,Rouen / Musée des Beaux-Arts,,,,0,imgs/1590_FRA__1120.jpg,gaumy,,
1121,flemish school,The Persecution of English Catholics by Calvinist Protestants,The Persecution of English Catholics by Calvinist Protestants,1500-01-01,1600-12-31,11/24/2015 18:01,11/24/2015,1,1,1,xir158890,www.bridgemanimages.com,,NLD,Flemish,Bibliothèque nationale de France,,,,0,imgs/1500_NLD__1121.jpg,gaumy,,
1122,English school,The Country's Complaint Recounting the Sad Events of the late Unparalleled Rebellion,The Country's Complaint Recounting the Sad Events of the late Unparalleled Rebellion / from 'Mercurius Rusticus' / published in 1685,1685-01-01,1685-12-31,11/25/2015 10:16,11/25/2015,1,1,5,xjf153371,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1685_GBR__1122.jpg,gaumy,,
1123,English school,Thirty and Two Extremes of these times discovered and reduced to Sixteene golden meahnes...,Thirty and Two Extremes of these times discovered and reduced to Sixteene golden meahnes...,1647-01-01,1647-12-31,11/25/2015 10:20,11/25/2015,1,1,5,Thomason collection of civil war tractsxjf347914,www.bridgemanimages.com,,GBR,England,London / British library,,,,0,imgs/1647_GBR__1123.jpg,gaumy,,
1124,English school,gracious sovereign,gracious sovereign,1631-01-01,1631-12-31,11/25/2015 10:22,11/25/2015,1,1,5,xjf347919,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1631_GBR__1124.jpg,gaumy,,
1125,dutch school,Page from a Dutch newspaper 'Hollandsche Mercurius' of 1653 / showing Oliver Cromwell (1599-1658),Page from a Dutch newspaper 'Hollandsche Mercurius' of 1653 / showing Oliver Cromwell (1599-1658) as Lord Protector / a title he assumed on 16 December 1653. Cromwell sits holding a sword and above him are the arms of the Commonwealth,1653-01-01,1653-12-31,11/25/2015 10:32,11/25/2015,1,1,3,uig527977,www.bridgemanimages.com,,NLD,Netherlands,,,,,0,imgs/1653_NLD__1125.jpg,gaumy,,
1126,English school,England's Ark Secured and the Enemies to the Parliament and Kingdom Overwhelmed,England's Ark Secured and the Enemies to the Parliament and Kingdom Overwhelmed,1645-01-01,1646-12-31,11/25/2015 10:56,11/25/2015,1,1,5,AMO146335,www.bridgemanimages.com,,GBR,England,Oxford / Ashmolean Museum,,,,0,imgs/1645_GBR__1126.jpg,gaumy,,
1127,English school,Prince Rupert Hiding in a Bean field at the Battle of Marston Moor,Prince Rupert (1619-82) Hiding in a Bean Field at the Battle of Marston Moor on 2nd July 1644,1645-01-01,1645-12-31,11/25/2015 11:35,11/25/2015,1,1,13,xjf206124,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1645_GBR__1127.jpg,gaumy,,
1128,English school,religions enemies,religions enemies,1641-01-01,1641-12-31,2/19/2016 12:58,11/25/2015,1,1,5,xjf250711,www.bridgemanimages.com,,ARE,England,Private collection,,,,0,imgs/1641_ARE__1128.jpg,gaumy,,
1129,English school,Battle of Worcester / on 3rd september 1651,The Battle of Worcester on 3rd September 1651 / published in a broadsheet of 1660,1660-01-01,1660-12-31,2/19/2016 13:09,11/25/2015,1,1,13,xjf214507,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1660_GBR__1129.jpg,gaumy,,
1130,English school,Roundhead propaganda condemning the cruelties of the Cavaliers: Nehemiah Rides Out / 1644,Roundhead propaganda condemning the cruelties of the Cavaliers: Nehemiah Rides Out / 1644,1644-01-01,1644-12-31,2/19/2016 13:10,11/25/2015,1,1,5,xjf206127,www.bridgemanimages.com,,GBR,England,Private collection,,,,0,imgs/1644_GBR__1130.jpg,gaumy,,
